0,322.06
1,328.16
2,334.34
3,341.45
4,350.78
5,363.1
6,376.24
7,395.91
8,423.34
9,458.14
10,493.53
11,541.38
12,581.14
13,624.9136364
14,667.55
15,696.2
16,724.85
17,748.4
18,771.95
19,789.2
20,806.45
21,820.6
22,834.75
23,846.05
24,857.35
25,866.45
26,875.55
27,883.7264706
28,891.5891304
29,898.7195652
30,905.85
31,913.5
32,919.6
33,925.9
34,932.4
35,938.35
36,943.75
37,948.175
38,951.625
39,954.35
40,956.35
41,958.175
42,959.825
43,960.925
44,961.475
45,961.5657895
46,961.1973684
47,959.73
48,956.9115385
49,952.9166667
50,946.4785714
51,939.05
52,929.05
53,915.3863636
54,901.75
55,882.8785714
56,861.65
57,837.25
58,808.25
59,767.1
60,718.25
