0.212,1.13179
0.213,1.13261
0.214,1.13313
0.215,1.13335
0.216,1.13367
0.217,1.13382
0.218,1.13439
0.219,1.13462
0.22,1.13491
0.221,1.13562
0.222,1.13627
0.223,1.13619
0.224,1.13667
0.225,1.13695
0.226,1.13717
0.227,1.13784
0.228,1.13806
0.229,1.13865
0.23,1.13895
0.231,1.13923
0.232,1.1391
0.233,1.14015
0.234,1.14028
0.235,1.1407
0.236,1.14087
0.237,1.14131
0.238,1.14155
0.239,1.14166
0.24,1.1421
